"SINTA_ID","Nama","id_univ","Universitas","id_dept","Departemen","Subject List","SINTA_Score_Overall","Scopus_Artikel","GScholar_Artikel"
"6658342","YANI KRISHNAMURTI","1392","Universitas Islam Bandung","48201","S1 - Farmasi","Statistika","118","0","6"
"6678772","EDDY ROFLIN","440","Universitas Sriwijaya","11201","S1 - Pendidikan Dokter","Matematika, statistika","316","4","63"
"6734257","M. AL HARIS","52","Universitas Muhammadiyah Semarang","49201","S1 - Statistika","Statistics","107","2","16"
"6038606","HARI WIJAYANTO","428","Institut Pertanian Bogor","U1","Unknown","Statistics","732","19","118"
"5987353","MUHSIN","9","Universitas Negeri Semarang","U1","Unknown","Metodologi Penelitian, Statistika","250","6","19"
"6107768","SITI ALFIATUR ROHMANIAH","2089","Universitas Islam Darul `ulum","44201","S1 - Matematika","Matematika, statistika, aktuaria","233","2","29"
"5991798","RUSDI","3544","Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi","84202","S1 - Pendidikan Matematika","Statistika","134","9","12"
"6028673","ZULKIFLI RAIS","436","Universitas Negeri Makassar","49201","S1 - Statistika","Statistika","122","5","26"
"6763014","ELLY PUSPORANI","380","Universitas Airlangga","49201","S1 - Statistika","Statistics, Time Series Forecasting, Data Mining, Classification","171","4","9"
"6039577","ROCHSUN","2122","IKIP Budi Utomo","84202","S1 - Pendidikan Matematika","Mathematics education, Statistics, Political sociology","166","0","15"
"6006237","MUHAMMAD NADJIB BUSTAN","436","Universitas Negeri Makassar","U1","Unknown","Epidemiology, Statistics, Sport Science","546","12","76"
"6197381","NI PUTU LISA ERNAWATININGSIH","2365","Universitas Mahasaraswati Denpasar","62201","S1 - Akuntansi","Statistik","128","0","50"
"6018900","NURHASANAH","442","Universitas Syiah Kuala","49201","S1 - Statistika","Statistics","190","9","15"
"260276","FERRY","8339","Universitas Raharja","83207","S1 - Pendidikan Teknologi Informasi","Logika Matematika, Statistik, Struktur Data","197","5","50"
"6727553","NUR AZIZAH","417","Institut Teknologi Sepuluh Nopember","49501","D4 - Statistika Bisnis","Statistics, Data Science, Marketing Research","214","8","5"
"6676459","FARIDA NURSJANTI","1422","Universitas Widyatama","61201","S1 - Manajemen","manajemen, pendidikan, statistika","161","5","8"
"6667184","ABD. ROZAK","2144","STKIP PGRI Jombang","84202","S1 - Pendidikan Matematika","Mathematics Education, Statistics","141","3","18"
"6084140","ANNA CHADIDJAH","481","Universitas Padjadjaran","94203","S1 - Ilmu Aktuaria","statistics","164","9","0"
"6800780","SUNARSIH","2707","Universitas Mandala Waluya","U1","Unknown","kesehatan masyarakat, epidemiologi, statistik","179","0","136"
"6008059","LISNUR WACHIDAH","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika","277","3","64"
"6084145","LIENDA NOVIYANTI","481","Universitas Padjadjaran","94203","S1 - Ilmu Aktuaria","statistika, aktuaria, matematika keuangan","433","15","66"
"6681682","HASIA MARTO","2561","Universitas Madako Tolitoli","86203","S1 - Teknologi Pendidikan","Pendidikan Matematika, Statistika, Metodologi Peneltian, Pertanian","127","0","28"
"5995477","DWI ENDAH KUSRINI","417","Institut Teknologi Sepuluh Nopember","49501","D4 - Statistika Bisnis","statistik, spatial, regression, econometric","292","7","40"
"6687803","SISKAROSSA IKA OKTORA","4328","Politeknik Statistika STIS","49501","D4 - Statistika","Statistics, Economics, Social and Population Studies","149","8","36"
"6719400","CUT INTAN SALASIYAH","3519","Universitas Islam Negeri Ar-Raniry Banda Aceh","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, statistika, evaluasi pendidikan","152","2","17"
"6007989","FAHRUDIN MUHTARULLOH","3511","Universitas Islam Negeri Sunan Gunung Djati Bandung","44201","S1 - Matematika","Keuangan, Riset Operasi, Statistik","228","0","22"
"6090700","ROCHDI WASONO","52","Universitas Muhammadiyah Semarang","49201","S1 - Statistika","Statistics, Non Parametrcs, Management","165","4","48"
"6702855","HERLIN FRANSISKA","402","Universitas Bengkulu","49201","S1 - Statistika","Statistika","145","3","23"
"5984437","FRENA FARDILLAH","1319","Universitas Muhammadiyah Tangerang","26201","S1 - Teknik Industri","Pendidikan Matematika, Statistik","164","8","21"
"5973275","ABDUL KUDUS","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika","447","4","77"
"5983173","ETIS SUNANDI","402","Universitas Bengkulu","49201","S1 - Statistika","Statistika, Sampling, Small Area Estimation","242","5","81"
"6653141","KINZIE FELICIANO PINONTOAN","4766","Universitas Prisma","23201","S1 - Arsitektur","Matematika, Statistika","109","1","12"
"6196170","DEDEN ISTIAWAN","2007","Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang","58201","S1 - Rekayasa Perangkat Lunak","Data Mining, Machine Learning, Statistics","150","1","15"
"6726242","ROBI MUHARSYAH","8160","Badan Meteorologi Klimatologi dan Geofisika","U1","Unknown","Climatology, Statistics, Climate Change, Atmospheric Sciences","128","5","25"
"6042129","ANDI KRESNA JAYA","385","Universitas Hasanuddin","49201","S1 - Statistika","Matematika, Statistika","156","8","2"
"6734398","ANDI MAYASARI USMAN","1061","Universitas Nasional","14901","Profesi - Pendidikan Profesi Ners","Keperawatan, kesehatan, statistik, penelitian","198","2","31"
"5974085","SYAFRIANDI","497","Universitas Negeri Padang","49201","S1 - Statistika","Statistics","255","3","15"
"6094150","NURUL GUSRIANI","481","Universitas Padjadjaran","44201","S1 - Matematika","statistics","302","9","43"
"6679978","IKA YUNI WULANSARI","4328","Politeknik Statistika STIS","49501","D4 - Statistika","Statistics","172","9","44"
"6774415","REZA MUHAMAD ZAENAL","1680","STKIP Muhammadiyah Kuningan","84202","S1 - Pendidikan Matematika","Statistik, Pendidikan Matematika","105","1","5"
"6763514","MARIA ZEFANYA SAMPE","1107","Universitas Prasetiya Mulya","44201","S1 - Matematika","statistics, data science, actuarial science, probability","96","0","6"
"6000718","GANJAR SUSILO","3137","Universitas Balikpapan","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Geomteri, Statistika, Aljabar","209","0","17"
"6659652","MAHDIYAH","435","Universitas Negeri Jakarta","94406","D4 - Seni Kuliner dan Pengelolaan Jasa Makanan","statistics, food technology, research methodology","181","2","14"
"5978614","GUSTI ADRIANSYAH","2115","Universitas Maarif Hasyim Latif","26201","S1 - Teknik Industri","Job Redesign, Strategic Management, Statistic","216","6","18"
"6106246","ANIK RUFAIDAH","2228","Universitas Qomaruddin","26201","S1 - Teknik Industri","Statistika","136","0","23"
"6727876","RIYAN LATIFAHUL HASANAH","8244402","Universitas Nusa Mandiri","57201","S1 - Sistem Informasi","Information System, Data Mining, Statistics, Image Processing","132","0","18"
"6809319","TIMBANG SIRAIT","4328","Politeknik Statistika STIS","U1","Unknown","Statistics, Mathematics, Modeling","162","5","15"
"5993034","NENDRA MURSETYA SOMASIH DWIPA","1878","Universitas PGRI Yogyakarta","62201","S1 - Akuntansi","Mathematics, Statistics, Mathematics Education","214","5","35"
"6015171","FERRY KONDO LEMBANG","492","Universitas Pattimura","49201","S1 - Statistika","Statistika","266","1","41"
"6197132","YUSRIZAL","2973","Sekolah Tinggi Teknologi Dumai","26201","S1 - Teknik Industri","statistik, manajemen, lingkungan","98","0","22"
"6719302","INDAH FAHMIYAH","380","Universitas Airlangga","49202","S1 - Teknologi Sains Data","data science, statistics, predictive analytics","104","3","9"
"6127895","RIRIN WIDIYASARI","1059","Universitas Muhammadiyah Jakarta","84202","S1 - Pendidikan Matematika","Mathematics Education, Algebra, Statistics, Applied Mathematics","169","2","25"
"5990313","R GUNAWAN SANTOSA","1876","Universitas Kristen Duta Wacana","55201","S1 - Informatika","Statistics, Data Mining, Mathematics","318","1","44"
"6005809","RENY RIAN MARLIANA","8244460","Universitas Sebelas April","55202","S1 - Teknik Informatika","Statistics","126","1","28"
"5987076","ELVIRA MUSTIKAWATI PUTRI HERMANTO","2077","Universitas PGRI Adi Buana Surabaya","49201","S1 - Statistika","Statistika","121","0","9"
"6016497","LIE LIANA","59","Universitas Stikubank","61101","S2 - Manajemen","Manajemen SDM, Manajemen Operasional, Matematika Ekonomi, Statistika","476","0","77"
"5973886","SAFITRI M","1080","Universitas Esa Unggul","73201","S1 - Psikologi","Psikologi sosial, konseling, statistik","278","0","60"
"6651880","LAELATUL KHIKMAH","2007","Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang","49401","D3 - Statistika","Statistics, Regression, Categorical Data Analysis, Logistic Regression","253","3","17"
"6337507","ZAINUL KHAQIQI NANTABAH","444","Badan Riset dan Inovasi Nasional","U1","Unknown","statistic","219","0","22"
"5981279","RINI MARWATI","414","Universitas Pendidikan Indonesia","44201","S1 - Matematika","Mathematics, Computer Programming, Cryptography, Statistics","438","7","48"
"6019174","PAULUS SUPARNO","422","Universitas Sanata Dharma","84203","S1 - Pendidikan Fisika","filsafat konstruktivisme, termofisika, statistika, pendidikan, karakter","1.105","0","61"
"6008936","KUMALA INDRIATI SURYA","409","Universitas Katolik Indonesia Atma Jaya","20201","S1 - Teknik Elektro","Mathematics, Statistics","90","0","23"
"6087637","JOKO SUNGKONO","62","Universitas Widya Dharma","84202","S1 - Pendidikan Matematika","statistik","168","0","22"
"6018202","ARUM HANDINI PRIMANDARI","382","Universitas Islam Indonesia","49201","S1 - Statistika","statistics, forecasting, finance","226","6","37"
"6144692","THOMAS PRIYASMANU","2121","Institut Teknologi Nasional Malang","26201","S1 - Teknik Industri","Statistic","254","0","37"
"6197637","TIKA ENDAH LESTARI","1102","Universitas Sampoerna","26201","S1 - Teknik Industri","Statistics, Quality Control, Industrial Engineering","145","6","9"
"6102664","YOPI HIDAYATUL AKBAR","8244460","Universitas Sebelas April","57401","D3 - Manajemen Informatika","E-Commerce, Statistik, Website, Mobile, UI UX","131","0","22"
"5974175","MOHAMAD WALUYO","27","Universitas Muhammadiyah Surakarta","84202","S1 - Pendidikan Matematika","education, mathematics, statistics, SEM, mathematics education","193","6","29"
"5999913","YENNI KURNIAWATI","497","Universitas Negeri Padang","49201","S1 - Statistika","Statistics, Applied Statistics, Econometrics","267","3","54"
"6028952","YAYAT KARYANA","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika, Ekonomi","335","1","59"
"6032439","WIDODO BUDHI","1868","Universitas Sarjanawiyata Tamansiswa","U1","Unknown","Matematika Fisika, Fisika Statistik, Metedelogi Penelitian, Statistik","283","3","54"
"6725604","ROBIN","704","S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi","61201","S1 - Manajemen","Manajemen Sumber Daya Manusia, statistika","108","0","16"
"6020043","LUCKY HERIYANTI JUFRI","2919","Universitas PGRI Sumatera Barat","84202","S1 - Pendidikan Matematika","literasi matematika, pemecahan masalah, statistika","135","1","33"
"6649204","DHEA PERDANA COENRAAD","1480","Sekolah Tinggi Ilmu Ekonomi Pasundan","61201","S1 - Manajemen","Manajemen, Sistem informasi, Statistik, Teknologi dan Informasi","117","0","13"
"6148910","MUSTIKA HADIJATI","399","Universitas Mataram","44201","S1 - Matematika","statistics","226","0","35"
"6708101","IKA PURNAMASARI","411","Universitas Mulawarman","49201","S1 - Statistika","Statistika","173","5","91"
"5984707","SUPRIYANTO","7","Universitas Jenderal Soedirman","44201","S1 - Matematika","Statistika","227","6","23"
"6092678","PEPI ZULVIA","4485","Politeknik STIA LAN Bandung","63311","D4 - Administrasi Bisnis Sektor Publik","statistics, consumer behavior, service quality, education","126","1","14"
"6123788","NURFIDAH DWITIYANTI","1094","Universitas Indraprasta PGRI","55201","S1 - Teknik Informatika","Machine Learning, Statistics, Applied Mathematics","87","0","25"
"6155657","FADJRYANI","494","Universitas Tadulako","49201","S1 - Statistika","statistika","118","2","13"
"6179756","FEBY INDRIANA YUSUF","2103","Universitas PGRI Banyuwangi","84202","S1 - Pendidikan Matematika","Statistika, Matematika, Aktuaria","175","0","18"
"6140729","ALONA DWINATA","514","Universitas Maritim Raja Ali Haji","84202","S1 - Pendidikan Matematika","statistika, pendidikan, matematika","176","1","36"
"5994906","KURNIATI W ANDANI","476","Universitas Tarumanagara","61201","S1 - Manajemen","Human Resources Management, Statistics","124","0","25"
"6661217","ARI PANI DESVINA","3514","Universitas Islam Negeri Sultan Syarif Kasim Riau","44201","S1 - Matematika","Statistika","198","7","50"
"6110537","RUMINI","1906","Universitas Amikom Yogyakarta","55201","S1 - Informatika","Database, Statistika, Data Mining","129","3","16"
"6762416","AHADIAH AGUSTINA","2373","Universitas Muhammadiyah Mataram","60202","S1 - Ekonomi Syariah","perbankan syariah, ekonomi syariah, statistik, manajemen, akuntansi","89","0","14"
"258626","R FENNY SYAFARIANI","528","Universitas Komputer Indonesia","57201","S1 - Sistem Informasi","Information System, Statistics","388","6","40"
"6025107","VICTORIANUS ARIES SISWANTO","2000","STMIK Widya Pratama","55201","S1 - Teknik Informatika","penelitian, statistik, technopreneurship","221","0","3"
"6200010","SEPTIAN WULANDARI","1094","Universitas Indraprasta PGRI","55201","S1 - Teknik Informatika","Mathematics, Bioinformatics, Statistics, Applied Mathematics","115","1","24"
"6015344","MUHAMMAD KASIM AIDID","436","Universitas Negeri Makassar","49201","S1 - Statistika","Statistika","348","8","44"
"6771456","ISMAIL","4462","Politeknik AKA Bogor","24402","D3 - Analisis Kimia","Statistics, Modelling, Industrial System, Artificial Intellegent, metabolomics","95","6","4"
"6138635","ST. SYAHDAN","3148","Universitas Kaltara","44201","S1 - Matematika","Statistik","96","0","10"
"6021297","ARISMAN ADNAN","415","Universitas Riau","49201","S1 - Statistika","Statistics","258","7","68"
"6011736","ROSITA KUSUMAWATI","381","Universitas Negeri Yogyakarta","49201","S1 - Statistika","Pemodelan Matematika, Optimisasi, Statistika","408","12","48"
"6718438","SIGIT SUGIARDI","3135","Universitas Panca Bhakti","54201","S1 - Agribisnis","Agribisnis, Ekonomi Pertanian, Managemen, Pemberdayaan, Statistika","104","4","11"
"5982356","IRWAN SYAHRIR","2043","Universitas Muhammadiyah Surabaya","26201","S1 - Teknik Industri","Statistika, Teknik Industri","195","4","18"
"5987126","ELMANANI SIMAMORA","500","Universitas Negeri Medan","84002","S3 - Pendidikan Matematika","Statistik","152","4","31"
"5986969","RUFI I","2077","Universitas PGRI Adi Buana Surabaya","86103","S2 - Teknologi Pendidikan","Instructional Technology, statistics","190","0","47"
"6101387","BAMBANG SUHARJO","4480","Sekolah Tinggi Teknologi Angkatan Laut","U1","Unknown","mathematics, statistics, Information System, mathematics education","208","3","56"
"5998478","NURI WAHYUNINGSIH","417","Institut Teknologi Sepuluh Nopember","U1","Unknown","Time Series Analysis, Statistics","239","6","31"
"6124154","KENNEDI TAMPUBOLON","8244538","Universitas Budi Darma","U1","Unknown","Kalkulus, Statistika","177","0","18"
"5977091","SETYONO","1407","Universitas Djuanda","54211","S1 - Agroteknologi","Statistika","255","3","51"
"6046657","MIKE SUSMIKANTI","444","Badan Riset dan Inovasi Nasional","U1","Unknown","Statistik, Kecerdasan Buatan, Ketahanan Material","282","12","68"
"6727517","ULIL AZMI","417","Institut Teknologi Sepuluh Nopember","94203","S1 - Sains Aktuaria","Actuarial science, Risk management, Statistics, Time Series","158","4","7"
"6794299","FITRIANI NUR UTAMI","1093","Universitas Telkom","63211","S1 - Administrasi Bisnis","Statistik, Riset Operasi, Pemasaran","73","2","10"
"5999618","LUSI EKA AFRI","2908","Universitas Pasir Pengaraian","84202","S1 - Pendidikan Matematika","Statistic","271","0","46"
"6176477","DIESTA IVA MAFTUHAH","417","Institut Teknologi Sepuluh Nopember","26201","S1 - Teknik Industri","System Dynamics, System Modeling & Simulation, Operations Research, Discrete Event Simulation, Statistics","258","11","18"
"6681912","BUDI ANTORO","590","Universitas Dharmawangsa","61201","S1 - Manajemen","Statistik","75","0","9"
"6666386","WIRAWAN SETIALAKSANA","436","Universitas Negeri Makassar","83207","S1 - Pendidikan Teknik Informatika & Komputer","Mathematics, Statistics, Time Series, Measurement","142","1","12"
"6025780","MAIYASTRI","394","Universitas Andalas","44101","S2 - Matematika","Statistika","319","10","37"
"6175976","KANIA SAWITRI","1452","Institut Teknologi Nasional Bandung","20201","S1 - Teknik Elektro","Matematika Terapan, statistik, elektro","153","0","18"
"6157529","NANDA ARISTA RIZKI","411","Universitas Mulawarman","84202","S1 - Pendidikan Matematika","Statistics, Applied Mathematics, Computational Statistics, Machine Learning","189","4","33"
"6661536","IRMA SARI PERMATA","1057","Universitas Pancasila","61201","S1 - Manajemen","Manajemen Keuangan, Mikro, Statistik, Matematika","126","0","36"
"5972993","MUHAMMAD AS'AD","2212","STMIK PPKIA Pradnya Paramita","55201","S1 - Teknik Informatika","Statistika","120","0","22"
"6704094","MIKHA AGUS WIDIYANTO","4106","Sekolah Tinggi Agama Kristen Samarinda","86108","S2 - Pendidikan Agama Kristen","Education, Theology Pastoral, Leadership, Statistics, Educational Research and Evaluation","208","0","29"
"6720840","ISKANDAR AHMADDIEN","1432","Universitas Sangga Buana","61201","S1 - Manajemen","Manajemen, Ekonometrika, Statistika","140","0","48"
"6030562","KARIYAM","382","Universitas Islam Indonesia","49201","S1 - Statistika","Statistics","198","1","37"
"6027088","ERNA TRI HERDIANI","385","Universitas Hasanuddin","49101","S2 - Statistika","statistics","223","8","36"
"6655175","SITI HADIJAH HASANAH","496","Universitas Terbuka","49201","S1 - Statistika","Statistics, Science, Management","74","0","13"
"6666638","BUDI YUNIARTO","4328","Politeknik Statistika STIS","49502","D4 - Komputasi Statistik","statistics, computational statistics, socio-demographic studies","249","6","15"
"5974873","SIGIT NUGROHO","402","Universitas Bengkulu","49101","S2 - Statistika","Statistics","404","4","349"
"5982854","JAJANG","7","Universitas Jenderal Soedirman","44201","S1 - Matematika","Statistika","290","14","39"
"5988846","HADI SUMARNO","428","Institut Pertanian Bogor","44101","S2 - Matematika Terapan","Modeling in Mathematics, Statistics, and Demography","362","10","63"
"6675529","LUKMAN","414","Universitas Pendidikan Indonesia","84202","S1 - Pendidikan Matematika","statistic","122","5","2"
"6019059","YANTO","1990","Universitas Islam Nahdlatul Ulama Jepara","62201","S1 - Akuntansi","Akuntansi Manajemen, Akuntansi Keuangan, Statistik","129","0","10"
"6130850","STEFANUS NOTAN TUPEN","2382","UNIVERSITAS FLORES","61201","S1 - Manajemen","statistika","87","0","14"
"6749030","FEBY SERU","489","Universitas Cenderawasih","44201","S1 - Matematika","Matematika, Statistika, Aktuaria","87","0","8"
"6700138","ADRI ARISENA","1451","Universitas Koperasi Indonesia","61201","S1 - Manajemen","Statistika","70","0","9"
"5984125","KRIS SURYOWATI","1887","Institut Sains Dan Teknologi Akprind","49201","S1 - Statistika","Matematika terapan, statistika","220","4","48"
"6658140","WARDI SYAFMEN","491","Universitas Jambi","84202","S1 - Pendidikan Matematika","Matematika Terapan, Statistika, Aljabar","191","0","119"
"6765355","Fastha Aulia Pradhani","2132","Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya","62201","S1 - Akuntansi","Statistics","68","0","5"
"6822323","MOCHAMAD ROFIK","2053","Universitas Muhammadiyah Malang","U1","Unknown","Mathematics, Statistics, Financial Economics, Macroeconomics","86","4","9"
"6697142","CUCU HAYATI","2135","Sekolah Tinggi Ilmu Ekonomi Mahardhika","61201","S1 - Manajemen","statistic, social development, urban and regional planning, community development, economy development","82","0","11"
"6777499","AMRI MUHAIMIN","523","Universitas Pembangunan Nasional Veteran Jawa Timur","49202","S1 - Sains Data","Statistics, Data Driven, Machine Learning","72","3","15"
"6128633","DWI PUTRI MUSDANSI","2910","Universitas Islam Kuantan Singingi","84204","S1 - Pendidikan Kimia","evaluasi dan pengukuran, pendidikan matematika, statistika, Kimia","103","0","27"
"6014467","WIDYA NURCAHAYANTY TANJUNG","1089","Universitas Al-azhar Indonesia","26201","S1 - Teknik Industri","Supply Chain Management, Statistic, Optimization, Artificial Intelligence","374","15","32"
"6014290","AHMAD FAHRUDIN","1094","Universitas Indraprasta PGRI","87203","S1 - Pendidikan Ekonomi","Pendidikan, Matematika, Statistika","96","0","11"
"6191378","ELIZA","2900","Universitas Putra Indonesia Yptk Padang","62201","S1 - Akuntansi","Statistik","84","0","30"
"6762006","MAISYURA","507","Universitas Malikussaleh","63211","S1 - Administrasi Bisnis","Manajemen, Statistik, Ekonimi-Bisnis","66","0","8"
"5987044","NANA SUMARNA","392","Universitas Halu Oleo","86904","Profesi - Pendidikan Profesi Guru","Mathematics Education, statistic, elementary education","235","3","26"
"6749309","NUR HILAL A SYAHRIR","517","Universitas Sulawesi Barat","49201","S1 - Statistika","Statistics, Data Mining, Machine Learning, Computational Biology","90","1","0"
"5982171","NUR ACHMAD","27","Universitas Muhammadiyah Surakarta","61201","S1 - Manajemen","Metodelogi Penelitian, Kewirausahaan, Statistik","311","1","50"
"6004510","MOCH. LUTFIANTO","2266","STKIP Al Hikmah Surabaya","84202","S1 - Pendidikan Matematika","Mathematics Education, Literacy, Assessment, Statistics, RME","173","5","33"
"6703874","TOMBAK GAPURA BHAGYA","1405","Universitas Insan Cendekia Mandiri","26201","S1 - Teknik Industri","Perencanaan dan Pengendalian Produksi, Statistik, Feasibilty Study","96","0","17"
"6201648","SRI RAHAYU","2135","Sekolah Tinggi Ilmu Ekonomi Mahardhika","61201","S1 - Manajemen","Statistik, kewirausahaan, pemasaran","82","4","18"
"6681790","ACHMAD SYAHLANI","1290","Universitas Bina Sarana Informatika","57481","D3 - Sistem Informasi","Mathematics, Statistics, Educational Evaluation & Research","79","0","12"
"6145283","FARID SOLEH NURDIN","3511","Universitas Islam Negeri Sunan Gunung Djati Bandung","73201","S1 - Psikologi","Statistics, Education, Psychology, Computer Science","77","3","16"
"6075621","IRMAN SOMANTRI","481","Universitas Padjadjaran","14203","S1 - Keperawatan K. Pangandaran","manajemen, statistik, metode penelitian, Nursing Management","306","0","44"
"6708587","NOVIA BUDI PARWANTO","4328","Politeknik Statistika STIS","U1","Unknown","Statistics, Operations Research, Disaster Management, Public Policy, Economics","194","9","13"
"6733199","FAUZHIA RAHMASARI","1056","Universitas Jayabaya","21201","S1 - Teknik Mesin","Statistika","79","0","22"
"5973432","YOGA DWI WINDY KUSUMA NINGTYAS","2060","Universitas Muhammadiyah Jember","84202","S1 - Pendidikan Matematika","Education, Realistic Mathematics Education, Teaching and Learning Theory and Practices, Statistics","83","2","0"
"6083221","ENNY SUPARTINI","481","Universitas Padjadjaran","49201","S1 - Statistika","Statistika","94","3","37"
"6725623","MEMI NOR HAYATI","411","Universitas Mulawarman","49201","S1 - Statistika","statistika","138","2","69"
"6664901","SUMIN","3536","IAIN Pontianak","84202","S1 - Tadris Matematika","Statistics, Applied Mathematics, Research Methodology, Psychometrics","74","1","13"
"5998521","WIDYASTUTI","499","Universitas Negeri Surabaya","61201","S1 - Manajemen","statistics, operational research, marketing research","119","2","28"
"5987303","RATNA WARDANI","2226","Institut Ilmu Kesehatan STRADA Indonesia","13261","S1 - Administrasi Rumah Sakit","Statistika, Manajemen Kesehatan","189","4","62"
"5992971","JIHADIL QUDSI S","2524","Politeknik Medica Farma Husada Mataram","49401","D3 - Statistika Terapan","Statistic","215","5","23"
"6104027","DIAH MEIDATUZZAHRA","2375","Universitas Islam Al-Azhar","46201","S1 - Biologi","statistics","64","0","11"
"6699704","SYARIFAH INAYATI","381","Universitas Negeri Yogyakarta","49201","S1 - Statistika","Statistics, Mathematical Finance, Optimization","101","1","12"
"10190","ISWAHYUDI JOKO SUPRAYITNO","52","Universitas Muhammadiyah Semarang","84202","S1 - Pendidikan Matematika","Statistika, Pendidikan Matematika","154","1","81"
"5997954","LERBIN ROBERTO A","476","Universitas Tarumanagara","61201","S1 - Manajemen","Statistics, Marketing Research, and Consumer Behavior","403","2","105"
"6764659","ADI CANDRA KUSUMA","413","Politeknik Negeri Malang","20301","D4 - Teknik Elektronika","Pendidikan Matematika, Statistika, Matematika Teknik","90","0","25"
"6200838","CHANCARD BASUMERDA","382","Universitas Islam Indonesia","26201","S1 - Teknik Industri","Ergonomic, Statistic","166","6","15"
"5987379","SRI PURWANI","481","Universitas Padjadjaran","44101","S2 - Matematika","Imaging sciences, numerical analysis and computing, statistics","208","10","30"
"6744930","FAISAL AFFANDI","8244001","Sekolah Tinggi Agama Islam Negeri Mandailing Natal","60206","S1 - Perbankan Syariah","Ekonomi Syariah, Statistika, Manajemen, Akuntansi","76","0","9"
"5982552","DYAH KURNIAWATI","412","Universitas Katolik Widya Mandala Surabaya","61281","S1 - Manajemen (Kampus Kota Madiun)","Statistik, Budgeting, Operation Research","260","0","40"
"6191996","INDANA LAZULFA","2107","Universitas Hasyim Asy'ari","55202","S1 - Teknik Informatika","Financial Mathematics, Mathematics, Statistics, Computer Science, Education","78","0","15"
"6024606","MUHAMMAD NUSRANG","436","Universitas Negeri Makassar","49201","S1 - Statistika","Statistika","109","5","33"
"6648037","FIRMAN ADY NUGROHO","430","Universitas Indonesia","U1","Unknown","Corrosion, Naval Engineering, Ship Structural Design, Statistics, Numerical Modeling","361","8","11"
"6643251","MARIZSA HERLINA","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistics, Econometrics","120","2","20"
"6735432","I KETUT SUWIJA","2365","Universitas Mahasaraswati Denpasar","84202","S1 - Pendidikan Matematika","Statistik","95","1","17"
"233748","ALIA LESTARI","3540","IAIN Palopo","84202","S1 - Pendidikan Matematika","Statistics, research education, math education, statistics education","92","2","13"
"6667648","AMRIN RAPI","385","Universitas Hasanuddin","U1","Unknown","Statistic","92","4","10"
"6200926","ERTI DINIHAYATI","1398","Universitas Pasundan","63211","S1 - Ilmu Administrasi Bisnis","Statistik","86","0","12"
"6789989","MAISARAH","515","Universitas Samudra","86206","S1 - Pendidikan Guru Sekolah Dasar","PGSD, PAUD, Media Pembelajaran, Statistika, Metodologi Penelitian Pendidikan","73","1","17"
"5993196","ANAK AGUNG PUTRI SUARDANI","546","Politeknik Negeri Bali","62301","D4 - Akuntansi Manajerial","Manajemen, Statistika, Manajemen Keuangan","131","2","36"
"6694648","YULIZAR ABIDARDA","3134","Universitas Islam Kalimantan Muhammad Arsyad Al Banjari","86201","S1 - Bimbingan Dan Konseling","Manajemen Bimbingan dan Konseling, Ilmu Pendidikan, Statistik","85","0","1"
"6723939","IDA BAGUS GDE PRANATAYANA","2450","Institut Pariwisata dan Bisnis Internasional","93301","D4 - Manajemen Pariwisata","Virology, Microbiology, Statistic, Seminar","65","0","12"
"6778179","NGIZATUL AFIFAH","2523","Politeknik Mitra Global","55401","D3 - Teknik Informatika","Statistika","84","3","7"
"6000878","SRI SULASMIYATI","404","Universitas Brawijaya","63211","S1 - Administrasi Bisnis","Finance, Business Economics, Statistics","479","0","152"
"6665281","LOEKITO ADI SOEHONO","404","Universitas Brawijaya","49101","S2 - Statistika","statistika","253","4","21"
"6651521","ANGGA ROVITA","1246","Universitas Pamulang","61201","S1 - Manajemen","Matematika, statistika, metodelogi penelitian, manajemen SDM","86","0","12"
"6722116","HAIRUDIN","916","Universitas Mitra Indonesia","94202","S1 - Kewirausahaan","Ekonomi, Manajemen Keuangan, Statistik, Matematika","94","0","21"
"6679441","ADMI SALMA","497","Universitas Negeri Padang","49401","D3 - Statistika","statistika","77","2","1"
"6201501","SYAMSUNI","8270","Universitas Megarezky","48201","S1 - Farmasi","Pendidikan, Metodologi Penelitian, Statistik, Ilmu Sosial Budaya Dasar","147","1","27"
"5984507","ZIRMANSYAH","1089","Universitas Al-azhar Indonesia","86207","S1 - Pendidikan Guru Pendidikan Anak Usia Dini","Statistika, Evaluasi Pendidikan, Metodologi Penelitian","82","2","11"
"6718714","NITA CAHYANI","2117","Universitas Nahdlatul Ulama Sunan Giri","49201","S1 - Statistika","Statistika","126","2","10"
